CustomerKey,GeographyKey,CustomerAlternateKey,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,SpanishEducation,FrenchEducation,EnglishOccupation,SpanishOccupation,FrenchOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance
18707,31,AW00018707,NULL,Marshall,D,She,0,10/26/1974,M,NULL,M,marshall21@adventure-works.com,110000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,00:00.0,3140 Park Tree Ct,NULL,1 (11) 500 555-0120,2/20/2013,5-10 Miles
18708,9,AW00018708,NULL,Micah,NULL,Zhao,0,5/24/1975,M,NULL,M,micah21@adventure-works.com,120000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,00:00.0,971 Harness Circle,NULL,1 (11) 500 555-0120,7/9/2011,0-1 Miles
18709,38,AW00018709,NULL,Darren,A,Hernandez,0,12/4/1974,M,NULL,M,darren25@adventure-works.com,130000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,00:00.0,2234 Stimel Dr.,NULL,1 (11) 500 555-0184,7/29/2011,0-1 Miles
18710,17,AW00018710,NULL,Ricardo,NULL,Xie,0,2/18/1975,M,NULL,M,ricardo3@adventure-works.com,130000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,00:00.0,1454 Colton Ln,NULL,1 (11) 500 555-0172,7/7/2011,2-5 Miles
18711,34,AW00018711,NULL,Emma,L,Diaz,0,11/10/1972,S,NULL,F,emma67@adventure-works.com,70000,5,5,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,00:00.0,473 Akyn Rock Drive,NULL,1 (11) 500 555-0144,9/17/2013,10+ Miles
18712,26,AW00018712,NULL,Glenn,J,Guo,0,2/7/1972,M,NULL,M,glenn19@adventure-works.com,80000,5,5,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,00:00.0,631 Elliott Dr.,NULL,1 (11) 500 555-0115,3/29/2013,0-1 Miles
18713,10,AW00018713,NULL,Rosa,NULL,Yang,0,5/14/1972,M,NULL,F,rosa5@adventure-works.com,80000,5,5,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,00:00.0,5673 Arlington Circle,NULL,1 (11) 500 555-0178,10/27/2013,0-1 Miles
18714,16,AW00018714,NULL,Francisco,L,Lopez,0,2/12/1972,M,NULL,M,francisco18@adventure-works.com,80000,5,5,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,00:00.0,8108 Goen Road,NULL,1 (11) 500 555-0115,3/11/2013,0-1 Miles
18715,25,AW00018715,NULL,Rafael,H,Rai,0,3/25/1971,M,NULL,M,rafael41@adventure-works.com,60000,3,3,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,00:00.0,8869 Lightwood Drive,NULL,1 (11) 500 555-0113,7/9/2013,5-10 Miles
18716,25,AW00018716,NULL,Seth,NULL,Campbell,0,1/29/1974,M,NULL,M,seth43@adventure-works.com,70000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,00:00.0,3639 Blackridge Drive,NULL,1 (11) 500 555-0180,7/12/2011,0-1 Miles
18717,38,AW00018717,NULL,Cassandra,B,Suri,0,7/21/1970,M,NULL,F,cassandra0@adventure-works.com,70000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,00:00.0,7907 Eagle Peak Road,NULL,1 (11) 500 555-0176,8/17/2013,0-1 Miles
18718,24,AW00018718,NULL,Susan,NULL,Liu,0,12/8/1970,S,NULL,F,susan13@adventure-works.com,70000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,00:00.0,7848 Silver Cypress Ct.,NULL,1 (11) 500 555-0164,7/30/2011,0-1 Miles
18719,14,AW00018719,NULL,Alberto,G,Suarez,0,4/19/1970,M,NULL,M,alberto18@adventure-works.com,60000,4,4,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,00:00.0,7289 Las Quebrados Ln,NULL,1 (11) 500 555-0182,4/6/2013,10+ Miles
18720,31,AW00018720,NULL,Taylor,M,Miller,0,6/26/1969,M,NULL,F,taylor53@adventure-works.com,60000,5,5,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,00:00.0,4672 Cardinal,NULL,1 (11) 500 555-0174,10/10/2013,2-5 Miles
18721,7,AW00018721,NULL,Andy,NULL,Gomez,0,12/2/1968,S,NULL,M,andy6@adventure-works.com,60000,3,2,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,00:00.0,6863 Shakespeare Dr,NULL,1 (11) 500 555-0167,7/15/2011,0-1 Miles
18722,17,AW00018722,NULL,Jonathon,NULL,Navarro,0,7/15/1974,S,NULL,M,jonathon7@adventure-works.com,60000,3,2,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,00:00.0,8308 La Salle Ave.,NULL,1 (11) 500 555-0118,7/8/2011,5-10 Miles
18723,13,AW00018723,NULL,Lacey,K,Ma,0,11/15/1968,S,NULL,F,lacey28@adventure-works.com,60000,3,2,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,00:00.0,6900 Chisholm Way,NULL,1 (11) 500 555-0191,7/24/2011,0-1 Miles
18724,32,AW00018724,NULL,Denise,A,Fernandez,0,5/1/1984,M,NULL,F,denise16@adventure-works.com,80000,5,5,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,00:00.0,3815 Berry Dr.,NULL,1 (11) 500 555-0174,7/22/2011,0-1 Miles
18725,31,AW00018725,NULL,Denise,M,Kapoor,0,10/5/1978,S,NULL,F,denise4@adventure-works.com,90000,3,3,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,00:00.0,3252 Hamlet,NULL,1 (11) 500 555-0118,7/9/2011,1-2 Miles
18726,8,AW00018726,NULL,Katrina,L,Anand,0,8/30/1967,S,NULL,F,katrina21@adventure-works.com,60000,1,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,00:00.0,1020 Carletto Drive,NULL,1 (11) 500 555-0129,7/10/2011,5-10 Miles
18727,35,AW00018727,NULL,Hailey,A,Hernandez,0,4/9/1967,S,NULL,F,hailey58@adventure-works.com,60000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,5222 Michael Lance,NULL,1 (11) 500 555-0127,7/13/2013,5-10 Miles
18728,6,AW00018728,NULL,Roger,J,Luo,0,10/18/1971,M,NULL,M,roger33@adventure-works.com,100000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,00:00.0,2059 Clayton Rd,NULL,1 (11) 500 555-0158,8/21/2013,5-10 Miles
18729,36,AW00018729,NULL,Evan,R,Parker,0,10/4/1965,S,NULL,M,evan23@adventure-works.com,60000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,7113 Eastgate Ave.,NULL,1 (11) 500 555-0131,7/22/2011,5-10 Miles
18730,7,AW00018730,NULL,Johnathan,NULL,Arthur,0,10/7/1964,M,NULL,M,johnathan8@adventure-works.com,90000,1,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,00:00.0,4186 Silver Oaks Pl.,NULL,1 (11) 500 555-0185,10/3/2013,5-10 Miles
18731,3,AW00018731,NULL,Brett,E,Malhotra,0,12/29/1964,S,NULL,M,brett4@adventure-works.com,90000,1,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,00:00.0,6679 Cornelius Dr,NULL,1 (11) 500 555-0150,7/27/2011,2-5 Miles
18732,40,AW00018732,NULL,Zachary,M,Jai,0,11/16/1937,M,NULL,M,zachary1@adventure-works.com,30000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,0,00:00.0,5891 Madhatter Ln,NULL,1 (11) 500 555-0171,1/27/2014,0-1 Miles
18733,23,AW00018733,NULL,Rafael,R,Gao,0,4/22/1971,S,NULL,M,rafael16@adventure-works.com,70000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,00:00.0,7588 Deerfield Dr,NULL,1 (11) 500 555-0167,3/1/2013,5-10 Miles
18734,20,AW00018734,NULL,Barbara,NULL,Ashe,0,11/7/1980,S,NULL,F,barbara50@adventure-works.com,70000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,00:00.0,4202 Northridge Dr.,NULL,1 (11) 500 555-0121,5/4/2013,5-10 Miles
18735,28,AW00018735,NULL,Latasha,R,Moreno,0,4/19/1970,S,NULL,F,latasha6@adventure-works.com,70000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,00:00.0,5522 Deer Ridge Way,NULL,1 (11) 500 555-0166,7/11/2011,5-10 Miles
18736,35,AW00018736,NULL,Ashley,R,Patterson,0,6/9/1970,S,NULL,F,ashley37@adventure-works.com,90000,1,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,00:00.0,5843 Westwood Court,NULL,1 (11) 500 555-0136,7/26/2011,2-5 Miles
18737,32,AW00018737,NULL,Ricky,NULL,Gomez,0,1/17/1965,S,NULL,M,ricky1@adventure-works.com,100000,5,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,00:00.0,1218 Trasher Road,NULL,1 (11) 500 555-0165,7/27/2011,5-10 Miles
18738,14,AW00018738,NULL,Tamara,NULL,Luo,0,4/8/1974,S,NULL,F,tamara17@adventure-works.com,70000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,00:00.0,2229 Oak Rd.,NULL,1 (11) 500 555-0189,7/16/2011,0-1 Miles
18739,34,AW00018739,NULL,Christy,R,Pal,0,6/23/1972,M,NULL,F,christy29@adventure-works.com,60000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,1804 B Southampton Rd.,NULL,1 (11) 500 555-0127,7/20/2011,0-1 Miles
18740,31,AW00018740,NULL,Adam,NULL,Hill,0,3/3/1964,M,NULL,M,adam43@adventure-works.com,80000,5,4,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,00:00.0,5070 Paraiso Ct,NULL,1 (11) 500 555-0163,7/8/2011,0-1 Miles
18741,35,AW00018741,NULL,Edgar,B,Martinez,0,7/22/1941,M,NULL,M,edgar18@adventure-works.com,30000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,0,00:00.0,7490 Northwood Dr,NULL,1 (11) 500 555-0183,11/17/2013,0-1 Miles
18742,22,AW00018742,NULL,Don,NULL,Guo,0,12/16/1965,M,NULL,M,don6@adventure-works.com,70000,5,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,4167 Deercreek Ln,NULL,1 (11) 500 555-0118,6/27/2013,5-10 Miles
18743,23,AW00018743,NULL,Glenn,NULL,Xu,0,4/10/1966,M,NULL,M,glenn13@adventure-works.com,70000,5,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,3128 Ramsey Circle,NULL,1 (11) 500 555-0118,4/3/2013,10+ Miles
18744,14,AW00018744,NULL,April,R,Raje,0,1/24/1966,M,NULL,F,april12@adventure-works.com,70000,5,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,3119 Moretti Drive,NULL,1 (11) 500 555-0162,6/4/2013,5-10 Miles
18745,26,AW00018745,NULL,Brooke,NULL,James,0,10/14/1968,M,NULL,F,brooke8@adventure-works.com,70000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,6140 Scenic Drive,NULL,1 (11) 500 555-0127,8/19/2013,5-10 Miles
18746,36,AW00018746,NULL,Reginald,A,Alvarez,0,11/11/1968,S,NULL,M,reginald12@adventure-works.com,70000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,7435 Ricardo,NULL,1 (11) 500 555-0135,7/2/2011,0-1 Miles
18747,27,AW00018747,NULL,Jacquelyn,K,Diaz,0,11/6/1961,S,NULL,F,jacquelyn3@adventure-works.com,70000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,5191 Fishy Lane,NULL,1 (11) 500 555-0185,7/2/2011,0-1 Miles
18748,21,AW00018748,NULL,Gabrielle,R,Stewart,0,12/17/1960,M,NULL,F,gabrielle0@adventure-works.com,10000,2,1,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,3854 Galindo St.,NULL,1 (11) 500 555-0134,1/14/2014,5-10 Miles
18749,58,AW00018749,NULL,Olivia,B,Stewart,0,2/11/1982,M,NULL,F,olivia24@adventure-works.com,30000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,2844 Plymouth Drive,NULL,478-555-0145,11/10/2013,5-10 Miles
18750,331,AW00018750,NULL,Alexandra,L,Perry,0,11/1/1981,M,NULL,F,alexandra31@adventure-works.com,30000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,8168 Eaker Way,NULL,439-555-0168,9/29/2013,5-10 Miles
18751,299,AW00018751,NULL,Kari,K,Schmidt,0,12/1/1981,S,NULL,F,kari11@adventure-works.com,30000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,2394 Pepperidge Way,NULL,471-555-0166,2/15/2013,5-10 Miles
18752,345,AW00018752,NULL,Samantha,NULL,Walker,0,12/24/1980,S,NULL,F,samantha24@adventure-works.com,40000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,8241 Seawind Dr.,NULL,171-555-0197,3/22/2013,5-10 Miles
18753,547,AW00018753,NULL,James,Y,Moore,0,5/15/1986,S,NULL,M,james73@adventure-works.com,40000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,9293 Mt. Washington Way,NULL,116-555-0196,7/9/2013,5-10 Miles
18754,300,AW00018754,NULL,Isabella,NULL,Mitchell,0,3/25/1981,S,NULL,F,isabella41@adventure-works.com,40000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,4123 Clark Creek Lane,NULL,807-555-0130,3/11/2013,0-1 Miles
18755,50,AW00018755,NULL,Christopher,NULL,Lewis,0,2/21/1982,S,NULL,M,christopher21@adventure-works.com,40000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,7513 Royal Links Ct.,NULL,410-555-0143,3/26/2013,5-10 Miles
18756,71,AW00018756,NULL,Isabella,NULL,Thompson,0,10/31/1981,S,NULL,F,isabella71@adventure-works.com,40000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,4427 Langford Court,NULL,501-555-0117,7/31/2013,0-1 Miles
18757,609,AW00018757,NULL,Frederick,NULL,Srini,0,2/15/1982,M,NULL,M,frederick7@adventure-works.com,40000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,7568 W. Holly Drive,NULL,852-555-0172,2/8/2013,5-10 Miles
18758,49,AW00018758,NULL,Devin,M,Price,0,8/29/1984,S,NULL,M,devin66@adventure-works.com,30000,0,0,Partial High School,Educación secundaria (en curso),Niveau bac,Clerical,Administrativo,Employé,0,00:00.0,6748 Alfred Ave.,NULL,757-555-0140,2/20/2013,5-10 Miles
18759,66,AW00018759,NULL,Devin,NULL,Phillips,0,8/11/1983,S,NULL,M,devin38@adventure-works.com,30000,0,0,Partial High School,Educación secundaria (en curso),Niveau bac,Clerical,Administrativo,Employé,0,00:00.0,2742 Cincerto Circle,NULL,425-555-0163,5/19/2013,0-1 Miles
18760,315,AW00018760,NULL,Morgan,M,Wood,0,8/6/1983,M,NULL,F,morgan72@adventure-works.com,30000,0,0,Partial High School,Educación secundaria (en curso),Niveau bac,Clerical,Administrativo,Employé,0,00:00.0,451 Buskirk Ave.,NULL,321-555-0111,2/27/2013,0-1 Miles
18761,325,AW00018761,NULL,Luis,NULL,Wright,0,4/4/1984,S,NULL,M,luis51@adventure-works.com,30000,0,0,Partial High School,Educación secundaria (en curso),Niveau bac,Clerical,Administrativo,Employé,1,00:00.0,107 Woodside Court,NULL,616-555-0158,8/23/2013,5-10 Miles
18762,345,AW00018762,NULL,Arthur,NULL,Wilson,0,11/19/1983,M,NULL,F,arthur44@adventure-works.com,40000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,3997 Ash Lane,NULL,175-555-0196,11/17/2013,5-10 Miles
18763,7,AW00018763,NULL,Julie,E,Chander,0,8/20/1954,M,NULL,F,julie20@adventure-works.com,40000,2,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,0,00:00.0,95 Honey Trail Lane,NULL,1 (11) 500 555-0156,5/15/2013,0-1 Miles
18764,355,AW00018764,NULL,Natalie,K,Scott,0,6/23/1983,M,NULL,F,natalie56@adventure-works.com,40000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,8245 Highland Dr.,NULL,882-555-0172,7/20/2013,5-10 Miles
18765,648,AW00018765,NULL,Noah,A,Shan,0,2/15/1983,S,NULL,M,noah25@adventure-works.com,40000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,2750 Logan Ct,NULL,164-555-0113,10/2/2013,0-1 Miles
18766,3,AW00018766,NULL,Francisco,W,Sai,0,7/14/1945,M,NULL,M,francisco6@adventure-works.com,30000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,0,00:00.0,11 Sunrise Drive,NULL,1 (11) 500 555-0151,7/16/2011,0-1 Miles
18767,25,AW00018767,NULL,Gary,C,Alonso,0,12/7/1951,M,NULL,M,gary19@adventure-works.com,40000,2,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,00:00.0,1455 Fountain Road,NULL,1 (11) 500 555-0174,7/14/2011,5-10 Miles
18768,23,AW00018768,NULL,Dalton,M,Garcia,0,8/23/1947,M,NULL,M,dalton15@adventure-works.com,40000,2,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,00:00.0,8439 Teak St,NULL,1 (11) 500 555-0129,7/25/2011,5-10 Miles
18769,5,AW00018769,NULL,Theresa,L,Dominguez,0,1/30/1949,M,NULL,F,theresa9@adventure-works.com,40000,2,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,00:00.0,345 Bisca Y Court,NULL,1 (11) 500 555-0176,7/18/2011,5-10 Miles
18770,301,AW00018770,NULL,Aaron,NULL,Hernandez,0,12/3/1981,S,NULL,M,aaron50@adventure-works.com,40000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,7792 Woodruff Lane,NULL,367-555-0197,8/22/2013,5-10 Miles
18771,325,AW00018771,NULL,Robert,L,Green,0,7/2/1981,S,NULL,M,robert55@adventure-works.com,40000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,4429 Pine Creek Way,NULL,669-555-0150,10/22/2013,5-10 Miles
18772,336,AW00018772,NULL,Julia,B,Hill,0,8/11/1981,M,NULL,F,julia19@adventure-works.com,40000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,2973 Steven Circle,NULL,114-555-0129,6/21/2013,5-10 Miles
18773,336,AW00018773,NULL,Cassidy,A,Price,0,1/10/1982,M,NULL,F,cassidy0@adventure-works.com,40000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,3284 Pheasant Court,NULL,273-555-0123,5/19/2013,5-10 Miles
18774,385,AW00018774,NULL,Justin,NULL,Flores,0,12/17/1981,S,NULL,M,justin9@adventure-works.com,60000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,6559 Via Rerrari,NULL,191-555-0115,1/26/2014,1-2 Miles
18775,546,AW00018775,NULL,Andrea,NULL,Bell,0,11/14/1980,M,NULL,F,andrea15@adventure-works.com,40000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,3392 El Dorado,NULL,757-555-0172,2/2/2013,5-10 Miles
18776,336,AW00018776,NULL,Connor,NULL,Allen,0,4/4/1981,S,NULL,M,connor50@adventure-works.com,30000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,887 Redwood Road,NULL,891-555-0180,5/31/2013,5-10 Miles
18777,315,AW00018777,NULL,Richard,W,Clark,0,1/23/1980,S,NULL,M,richard13@adventure-works.com,30000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,9852 Shirley Dr,NULL,208-555-0134,3/14/2013,5-10 Miles
18778,343,AW00018778,NULL,Miguel,C,Washington,0,1/5/1980,M,NULL,M,miguel59@adventure-works.com,30000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,6455 Garnet Lane,NULL,187-555-0148,9/22/2013,5-10 Miles
18779,347,AW00018779,NULL,Jose,NULL,Hill,0,10/20/1979,M,NULL,M,jose48@adventure-works.com,30000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,5613 East Altarinda Drive,NULL,197-555-0139,11/3/2013,5-10 Miles
18780,347,AW00018780,NULL,Evan,K,Carter,0,11/6/1978,S,NULL,M,evan35@adventure-works.com,60000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,419 River Ash Court,NULL,697-555-0113,11/4/2013,5-10 Miles
18781,372,AW00018781,NULL,Hunter,J,Lewis,0,10/11/1977,S,NULL,M,hunter54@adventure-works.com,80000,0,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,0,00:00.0,4302 Oakleaf Ct.,NULL,197-555-0167,12/26/2013,0-1 Miles
18782,326,AW00018782,NULL,Patrick,NULL,Reed,0,10/21/1977,M,NULL,M,patrick25@adventure-works.com,80000,0,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,00:00.0,6485 Langley Ct.,NULL,538-555-0132,12/18/2013,1-2 Miles
18783,552,AW00018783,NULL,Michael,NULL,Martin,0,10/17/1973,S,NULL,M,michael46@adventure-works.com,80000,0,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,0,00:00.0,1970 Napa Ct.,NULL,743-555-0126,12/26/2013,0-1 Miles
18784,369,AW00018784,NULL,Trinity,M,Brooks,0,9/30/1973,M,NULL,F,trinity1@adventure-works.com,90000,4,4,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,00:00.0,4557 Rolling Hill Way,NULL,259-555-0199,10/15/2013,1-2 Miles
18785,60,AW00018785,NULL,Sara,NULL,Rivera,0,5/4/1973,S,NULL,F,sara18@adventure-works.com,110000,0,1,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,00:00.0,256 Gumwood Dr,NULL,870-555-0111,11/28/2013,0-1 Miles
18786,298,AW00018786,NULL,Dustin,NULL,Chande,0,4/14/1973,S,NULL,M,dustin15@adventure-works.com,120000,0,1,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,0,00:00.0,2292 Springlake Drive,NULL,352-555-0145,4/3/2013,1-2 Miles
18787,618,AW00018787,NULL,Mya,L,Wood,0,11/10/1968,M,NULL,F,mya4@adventure-works.com,80000,4,3,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,00:00.0,5917 Panoramic Avenue,NULL,114-555-0195,9/17/2013,0-1 Miles
18788,54,AW00018788,NULL,Madison,L,Thompson,0,8/30/1973,S,NULL,F,madison16@adventure-works.com,90000,4,4,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,00:00.0,5967 Greystone Dr.,NULL,697-555-0160,11/21/2013,1-2 Miles
18789,648,AW00018789,NULL,Seth,C,Robinson,0,4/18/1979,S,NULL,M,seth17@adventure-works.com,110000,1,1,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,00:00.0,7992 Elm Road,NULL,683-555-0147,12/21/2013,0-1 Miles
18790,635,AW00018790,NULL,Julia,NULL,Martin,0,3/25/1985,M,NULL,F,julia36@adventure-works.com,40000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,8315 Near Ct.,NULL,302-555-0133,11/18/2013,5-10 Miles
18791,638,AW00018791,NULL,Megan,NULL,Blue,0,2/19/1985,S,NULL,F,megan34@adventure-works.com,40000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,9652 Los Angeles,NULL,952-555-0115,12/21/2013,5-10 Miles
18792,552,AW00018792,NULL,Gabriella,M,Peterson,0,2/20/1985,M,NULL,F,gabriella2@adventure-works.com,40000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,1829 Satin Court,NULL,193-555-0123,11/24/2013,5-10 Miles
18793,40,AW00018793,NULL,Angel,M,Cox,0,10/17/1949,M,NULL,M,angel10@adventure-works.com,20000,4,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,5812 Cincerto Circle,NULL,1 (11) 500 555-0110,11/24/2013,1-2 Miles
18794,337,AW00018794,NULL,Andrew,C,Davis,0,9/16/1984,S,NULL,M,andrew14@adventure-works.com,60000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,7808 Brown St.,NULL,689-555-0149,11/2/2013,5-10 Miles
18795,62,AW00018795,NULL,Nathan,A,Alexander,0,3/3/1984,S,NULL,M,nathan15@adventure-works.com,40000,0,0,Partial High School,Educación secundaria (en curso),Niveau bac,Clerical,Administrativo,Employé,0,00:00.0,570 Highridge Court,NULL,161-555-0119,5/8/2013,1-2 Miles
18796,18,AW00018796,NULL,Marvin,R,Ruiz,0,6/4/1953,M,NULL,M,marvin2@adventure-works.com,10000,2,1,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,1354 Catnip Court,NULL,1 (11) 500 555-0118,10/9/2013,5-10 Miles
18797,634,AW00018797,NULL,Evan,L,Murphy,0,9/21/1983,S,NULL,M,evan16@adventure-works.com,40000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,6900 Bellord Ct.,NULL,794-555-0159,1/21/2014,1-2 Miles
